,Player ID,First Name,Last Name,Year,AB,H,HR,RBI,SO,POS,Adjusted Salary,BA
14945,loneyja01,James,Loney,2010,588,157,10,88.0,95.0,1B,3412067,0.267
14946,loneyja01,James,Loney,2011,531,153,12,65.0,67.0,1B,5201562,0.288
14949,loneyja01,James,Loney,2013,549,164,13,75.0,77.0,1B,2060526,0.299
14950,loneyja01,James,Loney,2014,600,174,9,69.0,80.0,1B,1013817,0.29
14960,longoev01,Evan,Longoria,2009,584,164,33,113.0,140.0,3B,615296,0.281
14961,longoev01,Evan,Longoria,2010,574,169,22,104.0,124.0,3B,1045633,0.294
14964,longoev01,Evan,Longoria,2013,614,165,32,88.0,162.0,3B,2575676,0.269
14965,longoev01,Evan,Longoria,2014,624,158,22,91.0,133.0,3B,7603628,0.253
14966,longoev01,Evan,Longoria,2015,604,163,21,73.0,132.0,3B,11138766,0.27
14967,longoev01,Evan,Longoria,2016,633,173,36,98.0,144.0,3B,12600018,0.273
14968,longte01,Terrence,Long,2001,629,178,12,85.0,103.0,OF,326266,0.283
14969,longte01,Terrence,Long,2002,587,141,16,67.0,96.0,OF,900527,0.24
15007,lopezfe01,Felipe,Lopez,2005,580,169,23,85.0,111.0,3B,510000,0.291
15010,lopezfe01,Felipe,Lopez,2007,603,148,9,50.0,109.0,3B,4514412,0.245
15028,lopezja01,Javy,Lopez,2004,579,183,23,86.0,97.0,C,7623303,0.316
15047,lopezjo01,Jose,Lopez,2006,603,170,10,79.0,80.0,3B,398821,0.282
15048,lopezjo01,Jose,Lopez,2007,524,132,11,62.0,64.0,3B,486167,0.252
15049,lopezjo01,Jose,Lopez,2008,644,191,17,89.0,67.0,3B,1950796,0.297
15050,lopezjo01,Jose,Lopez,2009,613,167,25,96.0,69.0,3B,2517122,0.272
15051,lopezjo01,Jose,Lopez,2010,593,142,10,58.0,66.0,3B,3302000,0.239
15085,loretma01,Mark,Loretta,1999,587,170,5,67.0,59.0,2B,2153724,0.29
15090,loretma01,Mark,Loretta,2003,589,185,13,72.0,62.0,2B,1630482,0.314
15091,loretma01,Mark,Loretta,2004,620,208,16,76.0,45.0,2B,3176376,0.335
15093,loretma01,Mark,Loretta,2006,635,181,5,59.0,63.0,2B,3869160,0.285
15129,lowelmi01,Mike,Lowell,2000,508,137,22,91.0,75.0,3B,355411,0.27
15130,lowelmi01,Mike,Lowell,2001,551,156,18,100.0,79.0,3B,677603,0.283
15131,lowelmi01,Mike,Lowell,2002,597,165,24,92.0,92.0,3B,3068461,0.276
15133,lowelmi01,Mike,Lowell,2004,598,175,27,85.0,77.0,3B,8258579,0.293
15135,lowelmi01,Mike,Lowell,2006,573,163,20,80.0,61.0,3B,10714598,0.284
15136,lowelmi01,Mike,Lowell,2007,589,191,21,120.0,71.0,3B,10417875,0.324
15158,lowrije01,Jed,Lowrie,2013,603,175,15,75.0,91.0,2B,2472631,0.29
15159,lowrije01,Jed,Lowrie,2014,502,125,6,50.0,79.0,2B,5322540,0.249
15174,lucrojo01,Jonathan,Lucroy,2013,521,146,18,82.0,69.0,C,875724,0.28
15175,lucrojo01,Jonathan,Lucroy,2014,585,176,13,69.0,71.0,C,2027634,0.301
15187,ludwiry01,Ryan,Ludwick,2008,538,161,37,113.0,146.0,OF,458158,0.299
15207,lugoju01,Julio,Lugo,2001,513,135,10,37.0,116.0,2B,332025,0.263
15211,lugoju01,Julio,Lugo,2004,581,160,7,75.0,106.0,2B,2223463,0.275
15212,lugoju01,Julio,Lugo,2005,616,182,6,57.0,72.0,2B,3993972,0.295
15215,lugoju01,Julio,Lugo,2007,570,135,8,73.0,82.0,2B,9549719,0.237
15288,mabryjo01,John,Mabry,1996,543,161,13,74.0,84.0,OF,305936,0.297
15334,machama01,Manny,Machado,2013,667,189,14,71.0,113.0,3B,509980,0.283
15336,machama01,Manny,Machado,2015,633,181,35,86.0,111.0,3B,554913,0.286
15337,machama01,Manny,Machado,2016,640,188,37,96.0,120.0,3B,5000000,0.294
15364,macksh01,Shane,Mack,1992,600,189,16,75.0,106.0,OF,1838970,0.315
15365,macksh01,Shane,Mack,1993,503,139,10,61.0,76.0,OF,5065892,0.276
15531,maldoca01,Candy,Maldonado,1990,590,161,22,95.0,134.0,OF,1514964,0.273
15627,markani01,Nick,Markakis,2007,637,191,23,112.0,112.0,OF,463017,0.3
15628,markani01,Nick,Markakis,2008,595,182,20,87.0,113.0,OF,507207,0.306
15629,markani01,Nick,Markakis,2009,642,188,18,101.0,98.0,OF,3747715,0.293
15630,markani01,Nick,Markakis,2010,629,187,12,60.0,93.0,OF,7814734,0.297
15631,markani01,Nick,Markakis,2011,641,182,15,73.0,75.0,OF,11310063,0.284
15633,markani01,Nick,Markakis,2013,634,172,10,59.0,76.0,OF,15814539,0.271
15634,markani01,Nick,Markakis,2014,642,177,14,50.0,84.0,OF,15207256,0.276
15635,markani01,Nick,Markakis,2015,612,181,3,53.0,83.0,OF,11138766,0.296
15636,markani01,Nick,Markakis,2016,599,161,13,89.0,101.0,OF,11000000,0.269
15678,marshmi02,Mike,Marshall,1985,518,152,28,95.0,137.0,1B,742773,0.293
15681,marshmi02,Mike,Marshall,1988,542,150,20,82.0,93.0,1B,1541888,0.277
15715,martest01,Starling,Marte,2013,510,143,12,35.0,138.0,OF,515132,0.28
15717,martest01,Starling,Marte,2015,579,166,19,81.0,123.0,OF,1350153,0.287
15722,martial03,Al,Martin,1996,630,189,18,72.0,116.0,OF,764841,0.3
15725,martial03,Al,Martin,1999,541,150,24,63.0,119.0,OF,3889669,0.277
15732,martica01,Carmelo,Martinez,1985,514,130,21,72.0,82.0,1B,312277,0.253
15768,martida01,Dave,Martinez,1997,504,144,12,55.0,69.0,OF,1420602,0.286
15770,martida01,Dave,Martinez,1999,514,146,6,66.0,76.0,OF,2881236,0.284
15792,martied01,Edgar,Martinez,1991,544,167,14,52.0,72.0,3B,616758,0.307
15793,martied01,Edgar,Martinez,1992,528,181,18,73.0,61.0,3B,957975,0.343
15796,martied01,Edgar,Martinez,1995,511,182,29,113.0,87.0,3B,5655861,0.356
15798,martied01,Edgar,Martinez,1997,542,179,28,108.0,86.0,3B,4560881,0.33
15799,martied01,Edgar,Martinez,1998,556,179,29,102.0,96.0,3B,5153525,0.322
15800,martied01,Edgar,Martinez,1999,502,169,24,86.0,99.0,3B,5042164,0.337
15801,martied01,Edgar,Martinez,2000,556,180,37,145.0,95.0,3B,7526352,0.324
15813,martijd02,J. D.,Martinez,2015,596,168,38,102.0,178.0,OF,3037845,0.282
15817,martile01,Leonys,Martin,2014,533,146,7,40.0,114.0,OF,3801814,0.274
15819,martile01,Leonys,Martin,2016,518,128,15,47.0,149.0,OF,4150000,0.247
15873,martiru01,Russell,Martin,2007,540,158,19,87.0,89.0,C,448547,0.293
15874,martiru01,Russell,Martin,2008,553,155,13,69.0,83.0,C,557370,0.28
15875,martiru01,Russell,Martin,2009,505,126,7,53.0,80.0,C,4363011,0.25
15895,martiti02,Tino,Martinez,1995,519,152,31,111.0,91.0,1B,1614220,0.293
15896,martiti02,Tino,Martinez,1996,595,174,25,117.0,85.0,1B,3518267,0.292
15897,martiti02,Tino,Martinez,1997,594,176,44,141.0,75.0,1B,6579631,0.296
15898,martiti02,Tino,Martinez,1998,531,149,28,123.0,83.0,1B,6331473,0.281
15899,martiti02,Tino,Martinez,1999,589,155,28,105.0,86.0,1B,6194658,0.263
15900,martiti02,Tino,Martinez,2000,569,147,16,91.0,74.0,1B,6690091,0.258
15901,martiti02,Tino,Martinez,2001,589,165,34,113.0,89.0,1B,8537798,0.28
15902,martiti02,Tino,Martinez,2002,511,134,21,75.0,71.0,1B,7671152,0.262
15915,martivi01,Victor,Martinez,2004,520,147,23,108.0,69.0,C,386883,0.283
15916,martivi01,Victor,Martinez,2005,547,167,20,80.0,78.0,C,457279,0.305
15917,martivi01,Victor,Martinez,2006,572,181,16,93.0,78.0,C,1190511,0.316
15918,martivi01,Victor,Martinez,2007,562,169,25,114.0,76.0,C,3704133,0.301
15923,martivi01,Victor,Martinez,2011,540,178,12,103.0,51.0,C,12803845,0.33
15924,martivi01,Victor,Martinez,2013,605,182,14,83.0,62.0,C,13393420,0.301
15925,martivi01,Victor,Martinez,2014,561,188,32,103.0,42.0,C,12165805,0.335
15927,martivi01,Victor,Martinez,2016,553,160,27,86.0,90.0,C,18000000,0.289
16039,matsuhi01,Hideki,Matsui,2003,623,179,16,106.0,86.0,OF,7826315,0.287
16040,matsuhi01,Hideki,Matsui,2004,584,174,31,108.0,103.0,OF,8893854,0.298
16041,matsuhi01,Hideki,Matsui,2005,629,192,23,116.0,78.0,OF,9831316,0.305
16043,matsuhi01,Hideki,Matsui,2007,547,156,25,103.0,73.0,OF,15048041,0.285
16047,matsuhi01,Hideki,Matsui,2011,517,130,12,72.0,84.0,OF,4534695,0.251
16065,matthga02,Gary,Matthews,2006,620,194,19,79.0,99.0,OF,2842345,0.313
16066,matthga02,Gary,Matthews,2007,516,130,18,72.0,102.0,OF,7408267,0.252
16078,mattido01,Don,Mattingly,1985,652,211,35,145.0,41.0,1B,1014899,0.324
16079,mattido01,Don,Mattingly,1986,677,238,31,113.0,35.0,1B,3011037,0.352
16080,mattido01,Don,Mattingly,1987,569,186,30,115.0,38.0,1B,4172657,0.327
16081,mattido01,Don,Mattingly,1988,599,186,18,88.0,29.0,1B,4057599,0.311
16082,mattido01,Don,Mattingly,1989,631,191,23,113.0,30.0,1B,4258189,0.303
16084,mattido01,Don,Mattingly,1991,587,169,9,68.0,42.0,1B,6026607,0.288
16085,mattido01,Don,Mattingly,1992,640,184,14,86.0,43.0,1B,6192625,0.288
16086,mattido01,Don,Mattingly,1993,530,154,17,86.0,42.0,1B,6344822,0.291
16105,mauerjo01,Joe,Mauer,2006,521,181,13,84.0,54.0,C,476204,0.347
16107,mauerjo01,Joe,Mauer,2008,536,176,9,85.0,50.0,C,6967129,0.328
16108,mauerjo01,Joe,Mauer,2009,523,191,28,96.0,63.0,C,11746568,0.365
16109,mauerjo01,Joe,Mauer,2010,510,167,9,75.0,53.0,C,13758335,0.327
16111,mauerjo01,Joe,Mauer,2012,545,174,10,85.0,88.0,C,24043141,0.319
16114,mauerjo01,Joe,Mauer,2015,592,157,10,66.0,112.0,C,23290148,0.265
16136,maybica01,Cameron,Maybin,2011,516,136,9,40.0,125.0,OF,457844,0.264
16137,maybica01,Cameron,Maybin,2012,507,123,8,45.0,110.0,OF,627212,0.243
16140,maybica01,Cameron,Maybin,2015,505,135,10,59.0,102.0,OF,7088306,0.267
16201,mccanbr01,Brian,McCann,2007,504,136,18,92.0,74.0,C,509318,0.27
16202,mccanbr01,Brian,McCann,2008,509,153,23,87.0,64.0,C,1077582,0.301
16285,mccraqu01,Quinton,McCracken,1998,614,179,7,59.0,107.0,OF,397558,0.292
16303,mccutan01,Andrew,McCutchen,2010,570,163,16,56.0,89.0,OF,465032,0.286
16304,mccutan01,Andrew,McCutchen,2011,572,148,23,89.0,126.0,OF,482812,0.259
16305,mccutan01,Andrew,McCutchen,2012,593,194,31,96.0,132.0,OF,740459,0.327
16306,mccutan01,Andrew,McCutchen,2013,583,185,21,84.0,101.0,OF,4850822,0.317
16307,mccutan01,Andrew,McCutchen,2014,548,172,25,83.0,115.0,OF,7350174,0.314
16308,mccutan01,Andrew,McCutchen,2015,566,165,23,96.0,133.0,OF,10126151,0.292
16309,mccutan01,Andrew,McCutchen,2016,598,153,24,79.0,143.0,OF,13208333,0.256
16359,mcdowod01,Oddibe,McDowell,1986,572,152,18,49.0,112.0,OF,295629,0.266
16395,mcewijo01,Joe,McEwing,1999,513,141,9,44.0,87.0,2B,288124,0.275
16417,mcgeewi01,Willie,McGee,1985,612,216,10,82.0,86.0,OF,1059510,0.353
16419,mcgeewi01,Willie,McGee,1987,620,177,11,105.0,90.0,OF,1616244,0.285
16420,mcgeewi01,Willie,McGee,1988,562,164,3,50.0,84.0,OF,2434560,0.292
16434,mcgehca01,Casey,McGehee,2010,610,174,23,104.0,102.0,3B,470535,0.285
16435,mcgehca01,Casey,McGehee,2011,546,122,13,67.0,104.0,3B,510020,0.223
16438,mcgehca01,Casey,McGehee,2014,616,177,4,76.0,102.0,3B,1115199,0.287
16455,mcgrifr01,Fred,McGriff,1988,536,151,34,82.0,149.0,1B,258672,0.282
16456,mcgrifr01,Fred,McGriff,1989,551,148,36,92.0,132.0,1B,580662,0.269
16457,mcgrifr01,Fred,McGriff,1990,557,167,35,88.0,108.0,1B,2662664,0.3
16458,mcgrifr01,Fred,McGriff,1991,528,147,31,106.0,135.0,1B,4845956,0.278
16459,mcgrifr01,Fred,McGriff,1992,531,152,35,104.0,108.0,1B,6970980,0.286
16463,mcgrifr01,Fred,McGriff,1995,528,148,27,93.0,99.0,1B,6732480,0.28
16464,mcgrifr01,Fred,McGriff,1996,617,182,28,107.0,116.0,1B,7724891,0.295
16465,mcgrifr01,Fred,McGriff,1997,564,156,22,97.0,112.0,1B,8224539,0.277
16466,mcgrifr01,Fred,McGriff,1998,564,160,19,81.0,118.0,1B,8098396,0.284
16467,mcgrifr01,Fred,McGriff,1999,529,164,32,104.0,107.0,1B,7563246,0.31
16468,mcgrifr01,Fred,McGriff,2000,566,157,27,106.0,120.0,1B,8287096,0.277
16471,mcgrifr01,Fred,McGriff,2002,523,143,30,103.0,99.0,1B,9672322,0.273
16482,mcgwima01,Mark,McGwire,1987,557,161,49,118.0,131.0,3B,153173,0.289
16483,mcgwima01,Mark,McGwire,1988,550,143,32,99.0,117.0,3B,507200,0.26
16485,mcgwima01,Mark,McGwire,1990,523,123,39,108.0,116.0,3B,2754480,0.235
16494,mcgwima01,Mark,McGwire,1998,509,152,70,147.0,155.0,3B,13146426,0.299
16495,mcgwima01,Mark,McGwire,1999,521,145,65,147.0,141.0,3B,13482266,0.278
16518,mclemma01,Mark,McLemore,1993,581,165,4,72.0,92.0,2B,573027,0.284
16521,mclemma01,Mark,McLemore,1996,517,150,5,46.0,69.0,2B,1873860,0.29
16524,mclemma01,Mark,McLemore,1999,566,155,6,45.0,79.0,2B,3457484,0.274
16532,mclouna01,Nate,McLouth,2008,597,165,26,94.0,93.0,OF,473765,0.276
16539,mclouna01,Nate,McLouth,2013,531,137,12,36.0,86.0,OF,2060526,0.258
16563,mcraebr01,Brian,McRae,1991,629,164,8,64.0,99.0,OF,218509,0.261
16564,mcraebr01,Brian,McRae,1992,533,119,4,52.0,88.0,OF,470434,0.223
16565,mcraebr01,Brian,McRae,1993,627,177,12,69.0,105.0,OF,628669,0.282
16567,mcraebr01,Brian,McRae,1995,580,167,12,48.0,92.0,OF,4173350,0.288
16568,mcraebr01,Brian,McRae,1996,624,172,17,66.0,84.0,OF,5200917,0.276
16571,mcraebr01,Brian,McRae,1998,552,146,21,79.0,90.0,OF,5668877,0.264
16577,mcreyke01,Kevin,McReynolds,1985,564,132,15,75.0,81.0,OF,334582,0.234
16578,mcreyke01,Kevin,McReynolds,1986,560,161,26,96.0,83.0,OF,602207,0.288
16579,mcreyke01,Kevin,McReynolds,1987,590,163,29,95.0,70.0,OF,1320461,0.276
16580,mcreyke01,Kevin,McReynolds,1988,552,159,27,99.0,56.0,OF,1978080,0.288
16581,mcreyke01,Kevin,McReynolds,1989,545,148,22,85.0,74.0,OF,3806561,0.272
16582,mcreyke01,Kevin,McReynolds,1990,521,140,24,82.0,61.0,OF,2326006,0.269
16583,mcreyke01,Kevin,McReynolds,1991,522,135,16,74.0,46.0,OF,3994243,0.259
16610,mearepa01,Pat,Meares,1996,517,138,8,67.0,90.0,SS,420662,0.267
16612,mearepa01,Pat,Meares,1998,543,141,9,70.0,86.0,SS,3681089,0.26
16695,menchke01,Kevin,Mench,2005,557,147,25,73.0,68.0,OF,423975,0.264
16735,mercejo03,Jordy,Mercer,2014,506,129,12,55.0,89.0,2B,522623,0.255
16737,mercejo03,Jordy,Mercer,2016,519,133,11,59.0,83.0,2B,2075000,0.256
16867,mientdo01,Doug,Mientkiewicz,2001,543,166,15,74.0,92.0,1B,291369,0.306
16897,milesaa01,Aaron,Miles,2004,522,153,6,47.0,53.0,2B,381165,0.293
16917,millake01,Kevin,Millar,2003,544,150,25,96.0,108.0,3B,2608772,0.276
16918,millake01,Kevin,Millar,2004,508,151,18,74.0,91.0,3B,4192817,0.297
16922,millake01,Kevin,Millar,2008,531,124,20,72.0,93.0,3B,4236014,0.234
16936,millebr02,Brad,Miller,2016,548,133,30,81.0,149.0,2B,527600,0.243
16968,millela02,Lastings,Milledge,2008,523,140,14,61.0,96.0,OF,448683,0.268
17120,mitchke01,Kevin,Mitchell,1988,505,127,19,80.0,85.0,3B,481840,0.251
17121,mitchke01,Kevin,Mitchell,1989,543,158,47,125.0,115.0,3B,1180680,0.291
17122,mitchke01,Kevin,Mitchell,1990,524,152,35,93.0,87.0,3B,3825054,0.29
17202,molinbe01,Bengie,Molina,2008,530,155,16,95.0,38.0,C,6967129,0.292
17233,molinya01,Yadier,Molina,2012,505,159,22,76.0,55.0,C,7317478,0.315
17234,molinya01,Yadier,Molina,2013,505,161,12,80.0,55.0,C,14629736,0.319
17237,molinya01,Yadier,Molina,2016,534,164,8,58.0,63.0,C,14200000,0.307
17238,molitpa01,Paul,Molitor,1985,576,171,10,48.0,80.0,2B,2119021,0.297
17241,molitpa01,Paul,Molitor,1988,609,190,13,60.0,54.0,2B,2840320,0.312
17242,molitpa01,Paul,Molitor,1989,615,194,11,56.0,67.0,2B,4064635,0.315
17244,molitpa01,Paul,Molitor,1991,665,216,17,75.0,62.0,2B,5715291,0.325
17245,molitpa01,Paul,Molitor,1992,609,195,12,89.0,66.0,2B,5907513,0.32
17246,molitpa01,Paul,Molitor,1993,636,211,22,111.0,71.0,2B,6062461,0.332
17248,molitpa01,Paul,Molitor,1995,525,142,15,60.0,57.0,2B,7086821,0.27
17249,molitpa01,Paul,Molitor,1996,660,225,9,113.0,72.0,2B,3097605,0.341
17250,molitpa01,Paul,Molitor,1997,538,164,10,89.0,73.0,2B,5233798,0.305
17251,molitpa01,Paul,Molitor,1998,502,141,4,69.0,41.0,2B,6257851,0.281
17256,mondera01,Raul,Mondesi,1995,536,153,26,88.0,96.0,OF,685059,0.285
17257,mondera01,Raul,Mondesi,1996,634,188,24,88.0,122.0,OF,1453197,0.297
17258,mondera01,Raul,Mondesi,1997,616,191,30,87.0,105.0,OF,4037501,0.31
17259,mondera01,Raul,Mondesi,1998,580,162,30,90.0,112.0,OF,8098396,0.279
17260,mondera01,Raul,Mondesi,1999,601,152,33,99.0,134.0,OF,12965564,0.253
17262,mondera01,Raul,Mondesi,2001,572,144,27,84.0,128.0,OF,15584870,0.252
17271,monrocr01,Craig,Monroe,2005,567,157,20,89.0,95.0,OF,491566,0.277
17272,monrocr01,Craig,Monroe,2006,541,138,28,92.0,126.0,OF,3333431,0.255
17277,monteje01,Jesus,Montero,2012,515,134,15,62.0,99.0,C,508983,0.26
17366,moralke01,Kendrys,Morales,2009,566,173,34,108.0,117.0,1B,1230593,0.306
17369,moralke01,Kendrys,Morales,2013,602,167,23,80.0,114.0,1B,5408881,0.277
17372,moralke01,Kendrys,Morales,2015,569,165,22,106.0,103.0,1B,6581998,0.29
17373,moralke01,Kendrys,Morales,2016,558,147,30,93.0,120.0,1B,9000000,0.263
17378,morame01,Melvin,Mora,2002,557,130,19,64.0,108.0,2B,466940,0.233
17380,morame01,Melvin,Mora,2004,550,187,27,104.0,95.0,2B,2964618,0.34
17381,morame01,Melvin,Mora,2005,593,168,27,88.0,112.0,2B,4710838,0.283
17382,morame01,Melvin,Mora,2006,624,171,16,83.0,99.0,2B,5158881,0.274
17384,morame01,Melvin,Mora,2008,513,146,23,104.0,70.0,2B,8724979,0.285
17392,moranmi01,Mickey,Morandini,1996,539,135,3,32.0,87.0,2B,2906395,0.25
17393,moranmi01,Mickey,Morandini,1997,553,163,1,39.0,91.0,2B,2766436,0.295
17394,moranmi01,Mickey,Morandini,1998,582,172,8,53.0,84.0,2B,2944871,0.296
17413,morelke01,Keith,Moreland,1985,587,180,14,106.0,58.0,C,1929424,0.307
17414,morelke01,Keith,Moreland,1986,586,159,12,79.0,48.0,C,1664282,0.271
17415,morelke01,Keith,Moreland,1987,563,150,27,88.0,66.0,C,2204289,0.266
17416,morelke01,Keith,Moreland,1988,511,131,5,64.0,51.0,C,2522474,0.256
17455,morgany01,Nyjer,Morgan,2010,509,129,0,24.0,88.0,OF,469434,0.253
17475,morneju01,Justin,Morneau,2006,592,190,34,130.0,93.0,1B,458347,0.321
17476,morneju01,Justin,Morneau,2007,590,160,31,111.0,91.0,1B,5208937,0.271
17477,morneju01,Justin,Morneau,2008,623,187,23,129.0,85.0,1B,9363821,0.3
17478,morneju01,Justin,Morneau,2009,508,139,30,100.0,86.0,1B,12977161,0.274
17481,morneju01,Justin,Morneau,2012,505,135,19,77.0,102.0,1B,15680310,0.267
17484,morneju01,Justin,Morneau,2014,502,160,17,82.0,60.0,1B,5069085,0.319
17496,morriha02,Hal,Morris,1996,528,165,16,80.0,76.0,OF,2447490,0.312
17514,morriji01,Jim,Morrison,1986,537,147,23,88.0,88.0,3B,695276,0.274
17544,morriwa02,Warren,Morris,1999,511,147,15,73.0,88.0,2B,288124,0.288
17545,morriwa02,Warren,Morris,2000,528,137,3,43.0,78.0,2B,418131,0.259
17557,morsemi01,Mike,Morse,2011,522,158,31,95.0,126.0,OF,1120336,0.303
17574,mosebll01,Lloyd,Moseby,1985,584,151,18,70.0,91.0,OF,1310447,0.259
17575,mosebll01,Lloyd,Moseby,1986,589,149,21,86.0,122.0,OF,1604061,0.253
17576,mosebll01,Lloyd,Moseby,1987,592,167,26,96.0,124.0,OF,1706036,0.282
17578,mosebll01,Lloyd,Moseby,1989,502,111,11,43.0,101.0,OF,2661368,0.221
17626,moustmi01,Mike,Moustakas,2012,563,136,20,73.0,124.0,3B,509349,0.242
17629,moustmi01,Mike,Moustakas,2015,549,156,22,82.0,76.0,3B,2673304,0.284
17676,muellbi02,Bill,Mueller,1998,534,157,9,59.0,83.0,2B,441731,0.294
17678,muellbi02,Bill,Mueller,2000,560,150,10,55.0,62.0,2B,1846744,0.268
17682,muellbi02,Bill,Mueller,2003,524,171,19,85.0,77.0,2B,2739210,0.326
17684,muellbi02,Bill,Mueller,2005,519,153,10,62.0,74.0,2B,3072286,0.295
17767,murphda05,Dale,Murphy,1985,616,185,37,111.0,141.0,C,3624641,0.3
17768,murphda05,Dale,Murphy,1986,614,163,29,83.0,141.0,C,3996467,0.265
17769,murphda05,Dale,Murphy,1987,566,167,44,105.0,136.0,C,4067020,0.295
17770,murphda05,Dale,Murphy,1988,592,134,24,77.0,125.0,C,4057599,0.226
17771,murphda05,Dale,Murphy,1989,574,131,20,84.0,142.0,C,3871081,0.228
17774,murphda05,Dale,Murphy,1991,544,137,18,81.0,93.0,C,4405415,0.252
17787,murphda08,Daniel,Murphy,2009,508,135,12,63.0,69.0,OF,448607,0.266
17789,murphda08,Daniel,Murphy,2012,571,166,6,65.0,82.0,OF,535426,0.291
17790,murphda08,Daniel,Murphy,2013,658,188,13,78.0,95.0,OF,3013520,0.286
17791,murphda08,Daniel,Murphy,2014,596,172,9,57.0,86.0,OF,5778757,0.289
17793,murphda08,Daniel,Murphy,2016,531,184,25,104.0,57.0,OF,8000000,0.347
17798,murphdw01,Dwayne,Murphy,1985,523,122,20,59.0,123.0,OF,1886671,0.233
17823,murraed02,Eddie,Murray,1985,583,173,31,124.0,68.0,1B,3285194,0.297
17825,murraed02,Eddie,Murray,1987,618,171,30,91.0,80.0,1B,4320035,0.277
17826,murraed02,Eddie,Murray,1988,603,171,28,84.0,78.0,1B,4347523,0.284
17827,murraed02,Eddie,Murray,1989,594,147,20,88.0,85.0,1B,4511864,0.247
17828,murraed02,Eddie,Murray,1990,558,184,26,95.0,64.0,1B,4615963,0.33
17829,murraed02,Eddie,Murray,1991,576,150,19,96.0,74.0,1B,4631261,0.26
17830,murraed02,Eddie,Murray,1992,551,144,16,93.0,74.0,1B,7056514,0.261
17831,murraed02,Eddie,Murray,1993,610,174,27,100.0,61.0,1B,5605700,0.285
17937,myerswi01,Wil,Myers,2016,599,155,28,94.0,160.0,OF,523900,0.259
17990,napolmi01,Mike,Napoli,2016,557,133,34,101.0,194.0,C,7000000,0.239
18136,nevinph01,Phil,Nevin,2000,538,163,31,107.0,121.0,3B,1219548,0.303
18137,nevinph01,Phil,Nevin,2001,546,167,41,126.0,147.0,3B,2202210,0.306
18140,nevinph01,Phil,Nevin,2004,547,158,26,105.0,121.0,3B,10799680,0.289
18263,nilssda01,Dave,Nilsson,1997,554,154,20,81.0,88.0,1B,4037501,0.278
18309,nixonot01,Otis,Nixon,1995,589,174,0,45.0,85.0,OF,4960775,0.295
18318,nixontr01,Trot,Nixon,2001,535,150,27,88.0,113.0,OF,528530,0.28
18319,nixontr01,Trot,Nixon,2002,532,136,24,94.0,109.0,OF,3602106,0.256
18400,norride01,Derek,Norris,2015,515,129,14,62.0,131.0,C,551875,0.25
18482,oberkke01,Ken,Oberkfell,1986,503,136,5,48.0,40.0,2B,1806622,0.27
18483,oberkke01,Ken,Oberkfell,1987,508,142,3,48.0,29.0,2B,1531735,0.28
18505,obriepe03,Pete,O'Brien,1985,573,153,22,92.0,53.0,1B,368040,0.267
18506,obriepe03,Pete,O'Brien,1986,551,160,23,90.0,66.0,1B,739073,0.29
18507,obriepe03,Pete,O'Brien,1988,547,149,16,71.0,73.0,1B,1141200,0.272
18508,obriepe03,Pete,O'Brien,1989,554,144,12,55.0,48.0,1B,1354878,0.26
18510,obriepe03,Pete,O'Brien,1991,560,139,17,88.0,61.0,1B,3590413,0.248
18539,odorro01,Rougned,Odor,2016,605,164,33,88.0,135.0,2B,522700,0.271
18541,oestero01,Ron,Oester,1985,526,155,1,34.0,65.0,SS,1226802,0.295
18542,oestero01,Ron,Oester,1986,523,135,8,44.0,84.0,SS,1423399,0.258
18548,offerjo01,Jose,Offerman,1992,534,139,1,30.0,98.0,SS,230940,0.26
18549,offerjo01,Jose,Offerman,1993,590,159,1,62.0,75.0,SS,498284,0.269
18552,offerjo01,Jose,Offerman,1996,561,170,5,47.0,98.0,SS,1682649,0.303
18554,offerjo01,Jose,Offerman,1998,607,191,7,66.0,96.0,SS,2944871,0.315
18555,offerjo01,Jose,Offerman,1999,586,172,8,69.0,79.0,SS,7131060,0.294
18557,offerjo01,Jose,Offerman,2001,524,140,9,49.0,97.0,SS,9147641,0.267
18638,oleartr01,Troy,O'Leary,1998,611,165,23,83.0,108.0,OF,3533845,0.27
18639,oleartr01,Troy,O'Leary,1999,596,167,28,103.0,91.0,OF,5042164,0.28
18640,oleartr01,Troy,O'Leary,2000,513,134,13,70.0,76.0,OF,5575075,0.261
18646,olerujo01,John,Olerud,1993,551,200,24,107.0,65.0,1B,2595231,0.363
18650,olerujo01,John,Olerud,1997,524,154,22,102.0,67.0,1B,9719910,0.294
18651,olerujo01,John,Olerud,1998,557,197,22,93.0,73.0,1B,5521633,0.354
18652,olerujo01,John,Olerud,1999,581,173,19,96.0,66.0,1B,6122628,0.298
18653,olerujo01,John,Olerud,2000,565,161,14,103.0,96.0,1B,8850432,0.285
18654,olerujo01,John,Olerud,2001,572,173,21,95.0,70.0,1B,9079881,0.302
18655,olerujo01,John,Olerud,2002,553,166,22,102.0,66.0,1B,9272088,0.3
18656,olerujo01,John,Olerud,2003,539,145,10,83.0,67.0,1B,10043771,0.269
18780,oneilpa01,Paul,O'Neill,1990,503,136,16,78.0,103.0,OF,1147700,0.27
18781,oneilpa01,Paul,O'Neill,1991,532,136,28,91.0,107.0,OF,1718112,0.256
18786,oneilpa01,Paul,O'Neill,1996,546,165,19,91.0,76.0,OF,8107311,0.302
